FEEDER_ID,FROM_DT,TO_DATE,IMP,EXP,BASIS,HOLD,ENTRY_DT,LOGIN,REMARK,BK_IMP,BK_EXP,METERNO,USER_IP,I_READ_DT,F_READ_DT,EXP_IREAD,EXP_FREAD,IMP_IREAD,IMP_FREAD,MF,DIVISION
WHRGN114,2023-01-01,2023-01-31,0,0.3757,R ,N,2023-02-01T09:54:56,ADMIN,,,,24490316,10.125.126.50,2022-12-31T23:47:36,2023-01-31T23:48:42,5079.434,5126.396,0.417,0.417,8000,2610
SVKIA101,2023-01-01,2023-01-31,0,0.2076,R ,N,2023-02-01T09:54:56,ADMIN,,,,22107412,10.125.126.50,2022-12-31T23:50:41,2023-01-31T23:50:13,499.3,504.489,0.397,0.397,40000,2521
WG7PN132,2023-01-01,2023-01-31,0,0.1048,R ,N,2023-02-01T09:54:56,ADMIN,,,,24490128,10.125.126.50,2022-12-31T23:48:43,2023-01-31T23:49:52,18.403,21.024,196.641,196.641,40000,2660
WSGRP627,2023-01-01,2023-01-31,0.0043,2.5584,R ,N,2023-02-01T09:54:56,ADMIN,,,,22108204,10.125.126.50,2022-12-31T23:47:37,2023-01-31T23:48:44,39.219,44.549,299.486,299.495,480000,
SVKJD609,2023-01-01,2023-01-31,0.6802,0,R ,N,2023-02-01T09:54:56,ADMIN,,,,22108162,10.125.126.50,2022-12-31T23:50:23,2023-01-31T23:49:56,28.357,28.357,149.365,150.782,480000,
WSBML114,2023-01-01,2023-01-31,0.0001,0,R ,N,2023-02-01T09:54:56,ADMIN,,,,24490040,10.125.126.50,2022-12-31T23:48:53,2023-01-31T23:50:04,0.047,0.047,1.483,1.496,8000,
SLJPT114,2023-01-01,2023-01-31,0,0.299,R ,N,2023-02-01T09:54:56,ADMIN,,,,21001942,10.125.126.50,2022-12-31T23:55:17,2023-01-31T23:54:50,4671.232,4708.608,0.126,0.126,8000,2540
WMTLA110,2023-01-01,2023-01-31,0,0.6998,R ,N,2023-02-01T09:54:56,ADMIN,,,,22107093,10.125.126.50,2022-12-31T23:47:44,2023-01-31T23:48:51,1354.42,1371.916,11.51,11.51,40000,2661
SBALA308,2023-01-01,2023-01-31,0,5.3923,R ,N,2023-02-01T09:54:57,ADMIN,,,,22107107,10.125.126.50,2022-12-31T23:51:35,2023-01-31T23:51:08,1481.35,1503.818,17.051,17.051,240000,
WCHAK105,2023-01-01,2023-01-31,0,0.9209,R ,N,2023-02-01T09:54:57,ADMIN,,,,22108046,10.125.126.50,2022-12-31T23:48:25,2023-01-31T23:49:32,6360.286,6475.397,1.65,1.65,8000,2641
WMUND106,2023-01-01,2023-01-31,0,1.0913,R ,N,2023-02-01T09:54:57,ADMIN,,,,22107325,10.125.126.50,2022-12-31T23:47:19,2023-01-31T23:48:27,2283.97,2311.253,0.161,0.161,40000,2631
SSNGM128,2023-01-01,2023-01-31,0,0.6411,R ,N,2023-02-01T09:54:57,ADMIN,,,,52303338,10.125.126.50,2022-12-31T23:51:28,2023-01-31T23:51:02,478.627,494.654,95.884,95.884,40000,2511
SNDSE118,2023-01-01,2023-01-31,0,0.0852,R ,N,2023-02-01T09:54:57,ADMIN,,,,22107125,10.125.126.50,2022-12-31T23:51:00,2023-01-31T23:50:31,518.038,528.688,63.745,63.745,8000,2540
WDJBD126,2023-01-01,2023-01-31,0,1.4016,R ,N,2023-02-01T09:54:57,ADMIN,,,,22107468,10.125.126.50,2022-12-31T23:50:11,2023-01-31T23:49:45,1599.506,1634.546,0.838,0.839,40000,2620
WG4PN105,2023-01-01,2023-01-31,0,0.8639,R ,N,2023-02-01T09:54:57,ADMIN,,,,24490299,10.125.126.50,2022-12-31T23:46:09,2023-01-31T23:47:14,860.782,882.379,0.283,0.283,40000,2620
WMYPR115,2023-01-01,2023-01-31,0,0.7853,R ,N,2023-02-01T09:55:03,ADMIN,,,,22106907,10.125.126.50,2022-12-31T23:48:41,2023-01-31T23:49:50,2400.484,2420.116,135.89,135.89,40000,2610
SBWSN119,2023-01-01,2023-01-31,0,1.5455,R ,N,2023-02-01T09:55:03,ADMIN,,,,11001617,10.125.126.50,2022-12-31T23:53:14,2023-01-31T23:52:48,39974.022,40167.214,0.495,0.497,8000,2521
SVVHR117,2023-01-01,2023-01-31,0,0.8273,R ,N,2023-02-01T09:55:03,ADMIN,,,,11004014,10.125.126.50,2022-12-31T23:52:44,2023-01-31T23:52:18,3799.227,3819.909,0.001,0.001,40000,2521
WCHAK107,2023-01-01,2023-01-31,0,0.9129,R ,N,2023-02-01T09:55:03,ADMIN,,,,22108264,10.125.126.50,2022-12-31T23:47:14,2023-01-31T23:48:20,5285.083,5399.199,1.042,1.042,8000,2641
WG4PN612,2023-01-01,2023-01-31,13.4957,0,R ,N,2023-02-01T09:55:03,ADMIN,,,,22107385,10.125.126.50,2022-12-31T23:47:01,2023-01-31T23:48:07,14.071,14.071,546.732,560.79,960000,
WVSHL105,2023-01-01,2023-01-31,0.0016,0.5857,D ,N,2023-02-01T09:55:03,nphg,"PF LOW,ONE PHASE PT LOW",0.0016,0.5311,24490304,10.125.126.50,2022-12-31T23:47:25,2023-01-31T23:48:30,3792.422,3858.808,1.385,1.579,8000,2641
SFTPR110,2023-01-01,2023-01-31,0,0.683,R ,N,2023-02-01T09:55:03,ADMIN,,,,24490190,10.125.126.50,2022-12-31T23:50:20,2023-01-31T23:49:53,747.67,764.744,0.133,0.133,40000,2520
SMALV101,2023-01-01,2023-01-31,0,1.1698,R ,N,2023-02-01T09:55:03,ADMIN,,,,21001218,10.125.126.50,2022-12-31T23:51:31,2023-01-31T23:51:03,10458.254,10604.474,1.927,1.927,8000,2520
WMTLA128,2023-01-01,2023-01-31,0,0.7164,R ,N,2023-02-01T09:55:03,ADMIN,,,,22107060,10.125.126.50,2022-12-31T23:47:43,2023-01-31T23:48:51,2627.382,2645.291,1.361,1.361,40000,2661
WSBML109,2023-01-01,2023-01-31,0,0.3885,R ,N,2023-02-01T09:55:03,ADMIN,,,,24490031,10.125.126.50,2022-12-31T23:47:25,2023-01-31T23:48:34,3743.377,3791.939,1.034,1.034,8000,
SJNUG107,2023-01-01,2023-01-31,0,0.8097,R ,N,2023-02-01T09:55:03,ADMIN,,,,22106972,10.125.126.50,2022-12-31T23:51:54,2023-01-31T23:51:27,11916.852,12018.06,0.741,0.741,8000,2550
SSARI105,2023-01-01,2023-01-31,0.0006,0.413,R ,N,2023-02-01T09:55:03,ADMIN,,,,22107470,10.125.126.50,2022-12-31T23:51:01,2023-01-31T23:50:36,9362.632,9414.255,3.178,3.248,8000,2542
WNILO119,2023-01-01,2023-01-31,0.0001,0,R ,N,2023-02-01T09:55:03,ADMIN,,,,52176436,10.125.126.50,2022-12-31T23:48:09,2023-01-31T23:49:15,0.006,0.006,2.205,2.208,40000,2631
WVSHL110,2023-01-01,2023-01-31,0,0.2111,R ,N,2023-02-01T09:55:03,ADMIN,,,,24490032,10.125.126.50,2022-12-31T23:48:20,2023-01-31T23:49:28,3573.749,3600.14,12.18,12.181,8000,2641
SCDOT130,2023-01-01,2023-01-31,0,1.2066,R ,N,2023-02-01T09:55:03,ADMIN,,,,22107026,10.125.126.50,2022-12-31T23:52:12,2023-01-31T23:51:44,2631.069,2661.234,92.982,92.982,40000,2520
WCHAK329,2023-01-01,2023-01-31,0,4.673,R ,N,2023-02-01T09:55:03,ADMIN,,,,22108248,10.125.126.50,2022-12-31T23:47:36,2023-01-31T23:48:44,897.204,916.675,0.102,0.102,240000,
SBDRP108,2023-01-01,2023-01-31,0,0.7816,R ,N,2023-02-01T09:55:03,ADMIN,,,,24490326,10.125.126.50,2022-12-31T23:50:30,2023-01-31T23:50:01,5131.52,5229.219,0.212,0.212,8000,2541
WG1PN110,2023-01-01,2023-01-31,0,0.7436,R ,N,2023-02-01T09:55:03,ADMIN,,,,52176476,10.125.126.50,2022-12-31T23:47:21,2023-01-31T23:48:27,812.257,830.848,0.162,0.163,40000,2661
SBTRA102,2023-01-01,2023-01-31,0,0.8288,R ,N,2023-02-01T09:55:03,ADMIN,,,,21001098,10.125.126.50,2022-12-31T23:52:24,2023-01-31T23:51:59,27563.963,27667.56,0.141,0.141,8000,2511
SSARI124,2023-01-01,2023-01-31,0,0.6893,R ,N,2023-02-01T09:55:03,ADMIN,,,,22107268,10.125.126.50,2022-12-31T23:51:44,2023-01-31T23:51:19,1367.652,1384.884,0.226,0.226,40000,2541
WGGSH620,2023-01-01,2023-01-31,1.9282,0,R ,N,2023-02-01T09:55:03,ADMIN,,,,22108244,10.125.126.50,2022-12-31T23:45:28,2023-01-31T23:46:32,1.288,1.288,125.828,129.845,480000,
WNNGL303,2023-01-01,2023-01-31,0.0125,0.0324,R ,N,2023-02-01T09:55:03,ADMIN,,,,24490218,10.125.126.50,2022-12-31T19:46:43,2023-01-31T16:02:49,128.81,128.945,5.942,5.994,240000,
WZAFF131,2023-01-01,2023-01-31,0,0.4362,R ,N,2023-02-01T09:55:03,ADMIN,,,,22107460,10.125.126.50,2022-12-31T23:48:01,2023-01-31T23:49:09,494.75,549.281,86.296,86.296,8000,2621
SSHIV123,2023-01-01,2023-01-31,0,0.5535,R ,N,2023-02-01T09:55:03,ADMIN,,,,11001515,10.125.126.50,2022-12-31T23:54:36,2023-01-31T23:54:05,4436.891,4450.728,20433.657,20433.657,40000,2551
SRKP2113,2023-01-01,2023-01-31,0,1.3057,R ,N,2023-02-01T09:55:03,ADMIN,,,,24490114,10.125.126.50,2022-12-31T23:51:36,2023-01-31T23:51:12,875.981,908.624,0.181,0.181,40000,2550
SNDSE103,2023-01-01,2023-01-31,0,0.4413,R ,N,2023-02-01T09:55:03,ADMIN,,,,22107414,10.125.126.50,2022-12-31T23:51:32,2023-01-31T23:51:05,827.904,838.936,0.204,0.204,40000,2540
SSHIV111,2023-01-01,2023-01-31,0,0.216,R ,N,2023-02-01T09:55:03,ADMIN,,,,11001538,10.125.126.50,2022-12-31T23:50:37,2023-01-31T23:50:13,16882.123,16909.126,0.009,0.009,8000,2551
WG15P107,2023-01-01,2023-01-31,0,0.224,R ,N,2023-02-01T09:55:03,ADMIN,,,,22107301,10.125.126.50,2022-12-31T23:48:25,2023-01-31T23:49:31,798.835,804.435,0.574,0.574,40000,2661
WMTLA144,2023-01-01,2023-01-31,0,0.8868,R ,N,2023-02-01T09:55:03,ADMIN,,,,24490087,10.125.126.50,2022-12-31T23:49:35,2023-01-31T23:50:45,675.376,697.545,35.851,35.851,40000,2652
SVSNL312,2023-01-01,2023-01-31,0,2.0503,R ,N,2023-02-01T09:55:03,ADMIN,,,,21002183,10.125.126.50,2022-12-31T23:53:49,2023-01-31T23:53:25,2450.486,2459.029,121.852,121.852,240000,
SBWSN107,2023-01-01,2023-01-31,0,0.3446,R ,N,2023-02-01T09:55:03,ADMIN,,,,21001373,10.125.126.50,2022-12-31T23:52:49,2023-01-31T23:52:24,37226.33,37269.404,0.023,0.023,8000,2521
SSARI123,2023-01-01,2023-01-31,0,0.4532,R ,N,2023-02-01T09:55:03,ADMIN,,,,22108119,10.125.126.50,2022-12-31T23:52:18,2023-01-31T23:51:54,3216.97,3273.626,0.308,0.309,8000,2542
WCHAK106,2023-01-01,2023-01-31,0,0.4367,R ,N,2023-02-01T09:55:03,ADMIN,,,,22108042,10.125.126.50,2022-12-31T23:48:10,2023-01-31T23:49:20,4607.429,4662.019,1.698,1.698,8000,2641
WHRGN103,2023-01-01,2023-01-31,0,0.9282,R ,N,2023-02-01T09:55:03,ADMIN,,,,24490023,10.125.126.50,2022-12-31T23:47:31,2023-01-31T23:48:35,5247.438,5363.463,0.153,0.153,8000,2610
SRKP1111,2023-01-01,2023-01-31,0,0.2739,R ,N,2023-02-01T09:55:03,ADMIN,,,,21001353,10.125.126.50,2022-12-31T23:53:06,2023-01-31T23:52:41,5176.365,5210.608,0.057,0.057,8000,2551
WCHAK101,2023-01-01,2023-01-31,0,0.0055,R ,N,2023-02-01T09:55:03,ADMIN,,,,24490029,10.125.126.50,2022-12-31T23:48:29,2023-01-31T23:49:36,60.014,63.663,1.61,1.61,1500,2641
WNILO601,2023-01-01,2023-01-31,0.0019,0,R ,N,2023-02-01T09:55:03,ADMIN,,,,52176452,10.125.126.50,2022-12-31T23:45:25,2023-01-31T23:46:29,32.577,32.577,222.953,222.955,960000,
WHRGN117,2023-01-01,2023-01-31,0,0.464,R ,N,2023-02-01T09:55:03,ADMIN,,,,22108241,10.125.126.50,2022-12-31T23:46:49,2023-01-31T23:47:55,984.214,995.813,0.119,0.119,40000,2610
WHAST127,2023-01-01,2023-01-31,0,0.4273,R ,N,2023-02-01T09:55:03,ADMIN,,,,22108123,10.125.126.50,2022-12-31T23:48:32,2023-01-31T23:49:40,1161.939,1172.621,0.298,0.298,40000,2651
WMYPR124,2023-01-01,2023-01-31,0,0.3642,R ,N,2023-02-01T09:55:03,ADMIN,,,,22107043,10.125.126.50,2022-12-31T23:50:38,2023-01-31T23:51:46,1048.775,1057.879,0.467,0.467,40000,2610
WHRGN108,2023-01-01,2023-01-31,0,0.6464,R ,N,2023-02-01T09:55:03,ADMIN,,,,22107497,10.125.126.50,2022-12-31T23:47:49,2023-01-31T23:48:56,4456.868,4537.672,2.849,2.849,8000,2610
SITPO106,2023-01-01,2023-01-31,0,0.0722,R ,N,2023-02-01T09:55:03,ADMIN,,,,24490010,10.125.126.50,2022-12-31T23:52:44,2023-01-31T23:52:20,315.942,324.971,3.353,3.354,8000,2540
WG2PN112,2023-01-01,2023-01-31,0,0.5509,R ,N,2023-02-01T09:55:03,ADMIN,,,,12000139,10.125.126.50,2022-12-31T23:49:36,2023-01-31T23:50:44,6255.482,6324.345,0.482,0.482,8000,2660
SITPO111,2023-01-01,2023-01-31,0.2129,0.0155,R ,N,2023-02-01T09:55:03,ADMIN,,,,22107180,10.125.126.50,2022-12-31T23:51:06,2023-01-31T23:50:38,166.786,168.728,54.341,80.948,8000,
SJAMI114,2023-01-01,2023-01-31,0,0.8663,R ,N,2023-02-01T09:55:03,ADMIN,,,,22107000,10.125.126.50,2022-12-31T23:50:47,2023-01-31T23:50:19,6806.965,6828.623,175.086,175.086,40000,2542
WA4PV112,2023-01-01,2023-01-31,0,0.3608,R ,N,2023-02-01T09:55:03,ADMIN,,,,22107226,10.125.126.50,2022-12-31T23:49:33,2023-01-31T23:50:41,1818.161,1827.182,0.226,0.226,40000,2640
TDTOG102,2023-01-01,2023-01-31,0,0.7997,R ,N,2023-02-01T09:55:03,ADMIN,,,,21002101,10.125.126.50,2022-12-31T23:53:08,2023-01-31T23:52:40,25985.192,26085.157,0.427,0.427,8000,2510
WA4PV114,2023-01-01,2023-01-31,0,0.66,R ,N,2023-02-01T09:55:03,ADMIN,,,,22107223,10.125.126.50,2022-12-31T23:47:07,2023-01-31T23:48:14,1937.927,1954.428,0.286,0.286,40000,2640
WG1PN112,2023-01-01,2023-01-31,0,0.5176,R ,N,2023-02-01T09:55:03,ADMIN,,,,52176480,10.125.126.50,2022-12-31T23:47:52,2023-01-31T23:48:59,746.359,759.298,0.159,0.16,40000,2652
SJAMI115,2023-01-01,2023-01-31,0,1.175,R ,N,2023-02-01T09:55:03,ADMIN,,,,22106993,10.125.126.50,2022-12-31T23:35:58,2023-01-31T23:50:25,10094.591,10241.471,5.091,5.091,8000,2542
WG15P122,2023-01-01,2023-01-31,0.0002,0.0013,R ,N,2023-02-01T09:55:03,ADMIN,,,,22107292,10.125.126.50,2022-12-31T23:46:30,2023-01-31T23:47:38,1624.151,1624.183,0.314,0.319,40000,2661
WDLF1301,2023-01-01,2023-01-31,0.1843,0,R ,N,2023-02-01T09:55:03,ADMIN,,,,24490057,10.125.126.50,2022-12-31T23:48:24,2023-01-31T23:49:32,19.477,19.477,45.44,46.208,240000,
SRVAL323,2023-01-01,2023-01-31,4.9109,0,R ,N,2023-02-01T09:55:03,ADMIN,,,,24490158,10.125.126.50,2022-12-31T23:48:15,2023-01-31T23:47:46,0.016,0.016,88.765,109.227,240000,
SSARI106,2023-01-01,2023-01-31,0.0005,0.291,R ,N,2023-02-01T09:55:03,ADMIN,,,,22107509,10.125.126.50,2022-12-31T23:50:18,2023-01-31T23:49:49,8336.13,8372.501,0.432,0.498,8000,2541
SVKJC102,2023-01-01,2023-01-31,0,0.5689,R ,N,2023-02-01T09:55:03,ADMIN,,,,24490331,10.125.126.50,2022-12-31T23:50:26,2023-01-31T23:49:58,3709.866,3780.979,0.286,0.286,8000,2521
WMYPR108,2023-01-01,2023-01-31,0,0.745,R ,N,2023-02-01T09:55:03,ADMIN,,,,22106920,10.125.126.50,2022-12-31T23:48:55,2023-01-31T23:50:03,2640.639,2659.265,0.939,0.939,40000,2610
SMALV117,2023-01-01,2023-01-31,0,0.7433,R ,N,2023-02-01T09:55:03,ADMIN,,,,21001334,10.125.126.50,2022-12-31T23:52:09,2023-01-31T23:51:45,24303.98,24396.893,0.377,0.377,8000,2520
WG1PN140,2023-01-01,2023-01-31,0.0002,0,R ,N,2023-02-01T09:54:51,ADMIN,,,,52450833,10.125.126.50,2022-12-31T23:46:28,2023-01-31T23:47:34,0.018,0.018,0.291,0.295,40000,
SVKGB106,2023-01-01,2023-01-31,0,0.8227,R ,N,2023-02-01T09:54:51,ADMIN,,,,21001631,10.125.126.50,2022-12-31T23:53:10,2023-01-31T23:52:45,33361.111,33463.951,0.006,0.006,8000,2521
WPSCV114,2023-01-01,2023-01-31,0,0.3124,R ,N,2023-02-01T09:54:51,ADMIN,,,,22107195,10.125.126.50,2022-12-31T23:48:45,2023-01-31T23:49:51,5006.885,5045.931,224.197,224.197,8000,2630
WMTLA137,2023-01-01,2023-01-31,0,0.9152,R ,N,2023-02-01T09:54:51,ADMIN,,,,22107319,10.125.126.50,2022-12-31T23:49:21,2023-01-31T23:50:29,1887.835,1910.715,0.295,0.295,40000,2661
SSNGM119,2023-01-01,2023-01-31,0.0001,0,R ,N,2023-02-01T09:54:51,ADMIN,,,,52303322,10.125.126.50,2022-12-31T23:51:57,2023-01-31T23:51:29,0.022,0.022,0.246,0.249,40000,
SNPHG118,2023-01-01,2023-01-31,0,0.1027,R ,N,2023-02-01T09:54:51,ADMIN,,,,21001238,10.125.126.50,2022-12-31T23:50:22,2023-01-31T23:49:55,9030.72,9043.557,0.007,0.007,8000,2530
WZAFF121,2023-01-01,2023-01-31,0,0.8528,R ,N,2023-02-01T09:54:51,ADMIN,,,,24490320,10.125.126.50,2022-12-31T23:48:31,2023-01-31T23:49:38,5608.907,5715.506,0.382,0.383,8000,2621
WMITR101,2023-01-01,2023-01-31,3.2026,0,R ,N,2023-02-01T09:54:51,ADMIN,,,,52630404,10.125.126.50,2022-12-31T23:47:36,2023-01-31T23:48:45,0.028,0.028,825.371,845.387,160000,
SSHIV128,2023-01-01,2023-01-31,0,0.7315,R ,N,2023-02-01T09:54:51,ADMIN,,,,21001943,10.125.126.50,2022-12-31T23:54:51,2023-01-31T23:54:24,1277.22,1295.508,102.326,102.326,40000,2520
SAIIM006,2023-01-01,2023-01-31,0,0.2863,D ,N,2023-02-01T09:54:51,nphg,meter reverse,0.2863,0,24490611,10.125.126.50,2022-12-31T23:49:03,2023-01-31T23:48:33,0.042,0.042,51.267,58.425,40000,2551
SPUSP104,2023-01-01,2023-01-31,0,0.0762,R ,N,2023-02-01T09:54:51,ADMIN,,,,22106912,10.125.126.50,2022-12-31T23:50:50,2023-01-31T23:50:24,1602.043,1603.948,0.802,0.802,40000,2520
SVKIA118,2023-01-01,2023-01-31,0.0003,0,R ,N,2023-02-01T09:54:51,ADMIN,,,,22107451,10.125.126.50,2022-12-31T23:52:14,2023-01-31T23:51:45,8.162,8.162,0.956,0.964,40000,2521
WJKPG104,2023-01-01,2023-01-31,0,0.3442,R ,N,2023-02-01T09:54:51,ADMIN,,,,21001248,10.125.126.50,2022-12-31T23:49:41,2023-01-31T23:50:57,11678.59,11721.619,0,0,8000,2610
SBWSN115,2023-01-01,2023-01-31,0,0.9911,R ,N,2023-02-01T09:54:51,ADMIN,,,,21001207,10.125.126.50,2022-12-31T23:51:21,2023-01-31T23:50:54,36257.988,36381.879,890.636,890.636,8000,2521
SJAMI106,2023-01-01,2023-01-31,0,0.001,R ,N,2023-02-01T09:54:51,ADMIN,,,,22106929,10.125.126.50,2022-12-31T23:51:41,2023-01-31T23:51:14,196.414,197.079,55.353,55.353,1500,2542
WHRGN129,2023-01-01,2023-01-31,0,0.543,R ,N,2023-02-01T09:54:51,ADMIN,,,,52450804,10.125.126.50,2022-12-31T23:47:23,2023-01-31T23:48:32,731.229,744.803,0.176,0.176,40000,2610
SJNUG311,2023-01-01,2023-01-31,0,3.51,R ,N,2023-02-01T09:54:51,ADMIN,,,,22106925,10.125.126.50,2022-12-31T23:53:04,2023-01-31T23:52:39,5618.233,5691.358,1182.595,1182.596,48000,
SVKIA131,2023-01-01,2023-01-31,1.4698,0,R ,N,2023-02-01T09:54:51,ADMIN,,,,22108236,10.125.126.50,2022-12-31T23:52:53,2023-01-31T23:52:23,0.016,0.016,426.289,435.475,160000,
WG2PN107,2023-01-01,2023-01-31,0,0.4713,R ,N,2023-02-01T09:54:51,ADMIN,,,,24490389,10.125.126.50,2022-12-31T23:48:43,2023-01-31T23:49:50,4886.343,4945.256,0.599,0.599,8000,2660
TDTOG107,2023-01-01,2023-01-31,0,0.8476,R ,N,2023-02-01T09:54:51,ADMIN,,,,21002106,10.125.126.50,2022-12-31T23:55:26,2023-01-31T23:55:00,16449.558,16555.511,0.042,0.042,8000,2510
WDJBD115,2023-01-01,2023-01-31,0,0.2651,R ,N,2023-02-01T09:54:51,ADMIN,,,,22107276,10.125.126.50,2022-12-31T23:51:05,2023-01-31T23:50:37,2554.951,2561.578,0.222,0.222,40000,2620
SVKJD606,2023-01-01,2023-01-31,2.6299,0,R ,N,2023-02-01T09:54:51,ADMIN,,,,22108164,10.125.126.50,2022-12-31T23:50:11,2023-01-31T23:49:43,24.754,24.754,347.582,353.061,480000,
WA4PV109,2023-01-01,2023-01-31,0,0.0084,R ,N,2023-02-01T09:54:51,ADMIN,,,,22107229,10.125.126.50,2022-12-31T23:50:14,2023-01-31T23:51:20,10.713,10.923,0.744,0.744,40000,2640
SBTRA129,2023-01-01,2023-01-31,0,0,R ,N,2023-02-01T09:54:51,ADMIN,,,,21000016,10.125.126.50,2022-12-31T23:51:51,2023-01-31T23:51:27,0.18,0.18,3889.139,3889.139,40000,2511
SITPO312,2023-01-01,2023-01-31,0.001,0.4698,R ,N,2023-02-01T09:54:51,ADMIN,,,,52176412,10.125.126.50,2022-12-31T23:49:51,2023-01-31T23:49:27,82.19,86.105,66.655,66.663,120000,
WZAFF618,2023-01-01,2023-01-31,3.3134,0,R ,N,2023-02-01T09:54:51,ADMIN,,,,24490104,10.125.126.50,2022-12-31T23:47:42,2023-01-31T23:48:50,0.013,0.013,1385.891,1413.503,120000,
SCDOT107,2023-01-01,2023-01-31,0,0.7757,R ,N,2023-02-01T09:54:51,ADMIN,,,,22107141,10.125.126.50,2022-12-31T23:51:10,2023-01-31T23:50:42,16815.238,16912.198,0.685,0.686,8000,2521
WCHAK131,2023-01-01,2023-01-31,4.616,0,R ,N,2023-02-01T09:54:51,ADMIN,,,,22108038,10.125.126.50,2022-12-31T23:49:08,2023-01-31T23:50:18,0.103,0.103,7442.894,7635.228,24000,
SJNUG315,2023-01-01,2023-01-31,0.0006,2.4866,R ,N,2023-02-01T09:54:51,ADMIN,,,,22108052,10.125.126.50,2022-12-31T23:52:56,2023-01-31T23:52:33,754.562,775.284,103.378,103.383,120000,
TDTVG103,2023-01-01,2023-01-31,0,0.313,R ,N,2023-02-01T09:54:51,ADMIN,,,,21002120,10.125.126.50,2022-12-31T23:52:25,2023-01-31T23:51:59,9004.552,9043.675,0.003,0.003,8000,2521
WVSHL119,2023-01-01,2023-01-31,0,0.4957,R ,N,2023-02-01T09:54:51,ADMIN,,,,22108269,10.125.126.50,2022-12-31T23:47:28,2023-01-31T23:48:36,3832.799,3894.759,0.792,0.792,8000,2641
WPSCV128,2023-01-01,2023-01-31,0,0.4887,R ,N,2023-02-01T09:54:51,ADMIN,,,,22107210,10.125.126.50,2022-12-31,2023-01-31T23:48:50,10920.366,10981.454,1302.547,1302.547,8000,2630
WNNGL627,2023-01-01,2023-01-31,0.0038,0,R ,N,2023-02-01T09:54:51,ADMIN,,,,24490219,10.125.126.50,2022-12-31T23:46:51,2023-01-31T23:47:59,0.015,0.015,420.085,420.093,480000,
SHUDC116,2023-01-01,2023-01-31,0,0.5038,R ,N,2023-02-01T09:54:51,ADMIN,,,,24490209,10.125.126.50,2022-12-31T23:49:52,2023-01-31T23:49:23,1096.854,1109.448,0.141,0.141,40000,2551
WA43M120,2023-01-01,2023-01-31,0,0.5701,D ,N,2023-02-01T09:54:51,nphg,METER SLOW,0,0.3144,52760701,10.125.126.50,2022-12-31T23:48:24,2023-01-31T23:47:55,351.287,359.146,35.242,35.242,40000,2610
WPSCV110,2023-01-01,2023-01-31,0,0.4932,R ,N,2023-02-01T09:54:51,ADMIN,,,,22107199,10.125.126.50,2022-12-31T23:49:58,2023-01-31T23:51:06,10077.091,10138.743,239.764,239.764,8000,2640
SBDRP119,2023-01-01,2023-01-31,0,1.0295,R ,N,2023-02-01T09:54:51,ADMIN,,,,24490321,10.125.126.50,2022-12-31T23:49:51,2023-01-31T23:49:24,1327.973,1353.711,0.215,0.215,40000,2541
SVSNL316,2023-01-01,2023-01-31,0.0005,0,R ,N,2023-02-01T09:54:51,ADMIN,,,,22107445,10.125.126.50,2022-12-31T23:50:19,2023-01-31T23:49:54,440.486,440.486,0.203,0.205,240000,
WG1PN123,2023-01-01,2023-01-31,0,0.3636,R ,N,2023-02-01T09:54:51,ADMIN,,,,52450817,10.125.126.50,2022-12-31T23:47:57,2023-01-31T23:49:06,352.508,361.599,0.166,0.166,40000,2661
WNILO124,2023-01-01,2023-01-31,0,1.1431,R ,N,2023-02-01T09:54:51,ADMIN,,,,52176448,10.125.126.50,2022-12-31T23:46:52,2023-01-31T23:47:55,505.261,533.838,10.449,10.449,40000,2630
WSBML115,2023-01-01,2023-01-31,0,0.003,R ,N,2023-02-01T09:54:51,ADMIN,,,,24490038,10.125.126.50,2022-12-31T23:48:42,2023-01-31T23:49:50,124.953,126.925,0.996,0.996,1500,2640
WMUND117,2023-01-01,2023-01-31,0,0.8486,R ,N,2023-02-01T09:54:51,ADMIN,,,,22108294,10.125.126.50,2022-12-31T23:48:30,2023-01-31T23:49:37,979.017,1000.232,0.2,0.201,40000,2631
WHRGN109,2023-01-01,2023-01-31,0,0.8983,R ,N,2023-02-01T09:54:51,ADMIN,,,,24490098,10.125.126.50,2022-12-31T23:47:58,2023-01-31T23:49:06,787.295,809.753,0.241,0.241,40000,2610
WG1PN124,2023-01-01,2023-01-31,0.0008,0,R ,N,2023-02-01T09:54:51,ADMIN,,,,52450822,10.125.126.50,2022-12-31T23:45:58,2023-01-31T23:47:05,0.018,0.018,867.82,867.825,160000,
SBTRA119,2023-01-01,2023-01-31,0,0.5345,R ,N,2023-02-01T09:54:51,ADMIN,,,,21001748,10.125.126.50,2022-12-31T23:53:03,2023-01-31T23:52:37,24277.086,24343.9,0.028,0.028,8000,2511
WG1PN111,2023-01-01,2023-01-31,0.0001,0,R ,N,2023-02-01T09:54:51,ADMIN,,,,52176475,10.125.126.50,2022-12-31T23:47:08,2023-01-31T23:48:16,302.353,302.353,0.179,0.181,40000,2652
SBTRA114,2023-01-01,2023-01-31,0,0.5441,R ,N,2023-02-01T09:54:51,ADMIN,,,,21001112,10.125.126.50,2022-12-31T23:54:00,2023-01-31T23:53:34,35706.073,35774.085,0.361,0.362,8000,2511
